State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
NE,University of Nebraska-Lincoln,Lincoln,68588,"25,000","Lancaster County commercial property tax ~2.0%. Accessible via StarTran."
NE,University of Nebraska Omaha,Omaha,68182,"15,000","Douglas County commercial property tax ~2.2%. Accessible via Omaha Metro."
NE,University of Nebraska at Kearney,Kearney,68849,"6,000","Buffalo County commercial property tax ~1.8%. Accessible via KRAN."
NE,Wayne State College,Wayne,68787,"4,000","Wayne County commercial property tax ~1.7%. Limited public transit."
NE,Chadron State College,Chadron,69337,"2,500","Dawes County commercial property tax ~1.6%. Limited public transit."
NE,Peru State College,Peru,68421,"2,000","Nemaha County commercial property tax ~1.7%. Limited public transit."
NV,University of Nevada, Las Vegas,Las Vegas,89154,"31,000","Clark County commercial property tax ~1.1%. Accessible via RTC."
NV,University of Nevada, Reno,Reno,89557,"21,000","Washoe County commercial property tax ~1.0%. Accessible via RTC RIDE."
NV,Nevada State College,Henderson,89002,"7,000","Clark County commercial property tax ~1.1%. Accessible via RTC."
NV,College of Southern Nevada,North Las Vegas,89030,"34,000","Clark County commercial property tax ~1.1%. Accessible via RTC."
NV,Great Basin College,Elko,89801,"4,000","Elko County commercial property tax ~0.9%. Limited public transit."
NV,Western Nevada College,Carson City,89703,"3,500","Carson City commercial property tax ~1.0%. Accessible via JAC."
NV,Truckee Meadows Community College,Reno,89512,"11,000","Washoe County commercial property tax ~1.0%. Accessible via RTC RIDE."
NH,University of New Hampshire,Durham,03824,"15,000","Strafford County commercial property tax ~2.5%. Accessible via Wildcat Transit."
NH,Plymouth State University,Plymouth,03264,"4,000","Grafton County commercial property tax ~2.3%. Accessible via Concord Coach Lines."
NH,Keene State College,Keene,03431,"3,500","Cheshire County commercial property tax ~2.8%. Accessible via KSC Shuttle."
NH,Granite State College,Concord,03301,"2,000","Merrimack County commercial property tax ~2.7%. Accessible via Concord Area Transit."
NJ,Rutgers University-New Brunswick,New Brunswick,08901,"50,000","Middlesex County commercial property tax ~2.8%. Accessible via NJ Transit."
NJ,Montclair State University,Montclair,07043,"21,000","Essex County commercial property tax ~3.0%. Accessible via NJ Transit."
NJ,Rowan University,Glassboro,08028,"20,000","Gloucester County commercial property tax ~3.2%. Accessible via NJ Transit."
NJ,The College of New Jersey,Ewing,08628,"8,000","Mercer County commercial property tax ~2.9%. Accessible via NJ Transit."
NJ,Kean University,Union,07083,"16,000","Union County commercial property tax ~3.1%. Accessible via NJ Transit."
NJ,New Jersey Institute of Technology,Newark,07102,"12,000","Essex County commercial property tax ~3.0%. Accessible via NJ Transit, PATH."
NJ,William Paterson University,Wayne,07470,"10,000","Passaic County commercial property tax ~3.0%. Accessible via NJ Transit."
NJ,New Jersey City University,Jersey City,07305,"8,000","Hudson County commercial property tax ~2.5%. Accessible via PATH, Hudson-Bergen Light Rail."
NJ,Stockton University,Galloway,08205,"10,000","Atlantic County commercial property tax ~2.7%. Accessible via NJ Transit."
NJ,Ramapo College of New Jersey,Mahwah,07430,"6,000","Bergen County commercial property tax ~2.4%. Accessible via NJ Transit."
NJ,Thomas Edison State University,Trenton,08608,"10,000","Mercer County commercial property tax ~2.9%. Accessible via NJ Transit."
NM,University of New Mexico,Albuquerque,87131,"22,000","Bernalillo County commercial property tax ~1.6%. Accessible via ABQ RIDE."
NM,New Mexico State University,Las Cruces,88003,"14,000","Doña Ana County commercial property tax ~1.4%. Accessible via RoadRUNNER Transit."
NM,Eastern New Mexico University,Portales,88130,"5,000","Roosevelt County commercial property tax ~1.3%. Limited public transit."
NM,New Mexico Highlands University,Las Vegas,87701,"3,000","San Miguel County commercial property tax ~1.2%. Limited public transit."
NM,Western New Mexico University,Silver City,88061,"3,500","Grant County commercial property tax ~1.1%. Accessible via Corre Caminos."
NM,New Mexico Institute of Mining and Technology,Socorro,87801,"2,000","Socorro County commercial property tax ~1.2%. Limited public transit."
NM,Northern New Mexico College,Española,87532,"1,000","Rio Arriba County commercial property tax ~1.3%. Accessible via NCRTD."
NY,Stony Brook University (SUNY),Stony Brook,11794,"27,000","Suffolk County commercial property tax ~3.5%. Accessible via LIRR."
NY,University at Buffalo (SUNY),Buffalo,14260,"32,000","Erie County commercial property tax ~3.2%. Accessible via NFTA."
NY,Binghamton University (SUNY),Binghamton,13902,"18,000","Broome County commercial property tax ~3.1%. Accessible via BC Transit."
NY,University at Albany (SUNY),Albany,12222,"17,000","Albany County commercial property tax ~2.8%. Accessible via CDTA."
NY,Hunter College (CUNY),New York,10065,"24,000","New York County commercial property tax ~4.0%. Accessible via MTA."
NY,Queens College (CUNY),Queens,11367,"19,000","Queens County commercial property tax ~3.8%. Accessible via MTA."
NY,Brooklyn College (CUNY),Brooklyn,11210,"17,000","Kings County commercial property tax ~3.8%. Accessible via MTA."
NY,City College of New York (CUNY),New York,10031,"16,000","New York County commercial property tax ~4.0%. Accessible via MTA."
NY,Baruch College (CUNY),New York,10010,"20,000","New York County commercial property tax ~4.0%. Accessible via MTA."
NY,SUNY New Paltz,New Paltz,12561,"7,500","Ulster County commercial property tax ~2.9%. Accessible via UCAT."
NY,SUNY Oneonta,Oneonta,13820,"6,000","Otsego County commercial property tax ~2.7%. Accessible via OPT."
NY,SUNY Geneseo,Geneseo,14454,"5,000","Livingston County commercial property tax ~2.8%. Accessible via RGRTA."
NY,SUNY Cortland,Cortland,13045,"7,000","Cortland County commercial property tax ~2.9%. Accessible via Cortland Transit."
NY,SUNY Oswego,Oswego,13126,"7,500","Oswego County commercial property tax ~3.0%. Accessible via Centro."
NY,SUNY Plattsburgh,Plattsburgh,12901,"5,000","Clinton County commercial property tax ~2.6%. Accessible via CCT."
NY,SUNY Potsdam,Potsdam,13676,"3,000","St. Lawrence County commercial property tax ~2.8%. Limited public transit."
NY,SUNY Fredonia,Fredonia,14063,"4,000","Chautauqua County commercial property tax ~3.1%. Accessible via CARTS."
NY,Buffalo State College (SUNY),Buffalo,14222,"8,000","Erie County commercial property tax ~3.2%. Accessible via NFTA."
NY,SUNY Brockport,Brockport,14420,"7,500","Monroe County commercial property tax ~3.0%. Accessible via RTS."
NY,SUNY Old Westbury,Old Westbury,11568,"5,000","Nassau County commercial property tax ~2.5%. Accessible via NICE."
NY,Purchase College (SUNY),Purchase,10577,"4,000","Westchester County commercial property tax ~2.6%. Accessible via Bee-Line."
NY,SUNY Maritime College,Bronx,10465,"1,800","Bronx County commercial property tax ~3.9%. Accessible via MTA."
NC,North Carolina State University,Raleigh,27695,"36,000","Wake County commercial property tax ~1.1%. Accessible via GoRaleigh."
NC,University of North Carolina at Chapel Hill,Chapel Hill,27599,"31,000","Orange County commercial property tax ~1.5%. Accessible via Chapel Hill Transit."
NC,East Carolina University,Greenville,27858,"28,000","Pitt County commercial property tax ~1.2%. Accessible via GREAT."
NC,University of North Carolina at Charlotte,Charlotte,28223,"30,000","Mecklenburg County commercial property tax ~1.3%. Accessible via CATS."
NC,Appalachian State University,Boone,28608,"20,000","Watauga County commercial property tax ~0.8%. Accessible via AppalCART."
NC,University of North Carolina at Greensboro,Greensboro,27412,"19,000","Guilford County commercial property tax ~1.3%. Accessible via GTA/HEAT."
NC,University of North Carolina Wilmington,Wilmington,28403,"18,000","New Hanover County commercial property tax ~1.1%. Accessible via Wave Transit."
NC,Western Carolina University,Cullowhee,28723,"12,000","Jackson County commercial property tax ~0.9%. Accessible via Cat-Tran."
NC,North Carolina A&T State University,Greensboro,27411,"13,000","Guilford County commercial property tax ~1.3%. Accessible via GTA/HEAT."
NC,North Carolina Central University,Durham,27707,"8,000","Durham County commercial property tax ~1.4%. Accessible via GoDurham."
NC,University of North Carolina at Pembroke,Pembroke,28372,"8,000","Robeson County commercial property tax ~1.1%. Limited public transit."
NC,Winston-Salem State University,Winston-Salem,27110,"5,000","Forsyth County commercial property tax ~1.3%. Accessible via WSTA."
NC,Fayetteville State University,Fayetteville,28301,"7,000","Cumberland County commercial property tax ~1.2%. Accessible via FAST."
NC,University of North Carolina at Asheville,Asheville,28804,"3,500","Buncombe County commercial property tax ~1.0%. Accessible via ART."
NC,Elizabeth City State University,Elizabeth City,27909,"2,000","Pasquotank County commercial property tax ~1.0%. Limited public transit."
ND,North Dakota State University,Fargo,58102,"14,000","Cass County commercial property tax ~1.2%. Accessible via MATBUS."
ND,University of North Dakota,Grand Forks,58202,"13,000","Grand Forks County commercial property tax ~1.3%. Accessible via CAT."
ND,Minot State University,Minot,58707,"3,000","Ward County commercial property tax ~1.1%. Accessible via Minot City Transit."
ND,Valley City State University,Valley City,58072,"1,500","Barnes County commercial property tax ~1.0%. Limited public transit."
ND,Dickinson State University,Dickinson,58601,"1,500","Stark County commercial property tax ~1.0%. Limited public transit."
ND,Mayville State University,Mayville,58257,"1,000","Traill County commercial property tax ~1.1%. Limited public transit."
OH,Ohio State University,Columbus,43210,"60,000","Franklin County commercial property tax ~2.5%. Accessible via COTA."
OH,University of Cincinnati,Cincinnati,45221,"47,000","Hamilton County commercial property tax ~2.8%. Accessible via SORTA."
OH,Kent State University,Kent,44242,"34,000","Portage County commercial property tax ~2.2%. Accessible via PARTA."
OH,Ohio University,Athens,45701,"28,000","Athens County commercial property tax ~2.0%. Accessible via Athens Public Transit."
OH,University of Akron,Akron,44325,"17,000","Summit County commercial property tax ~2.4%. Accessible via METRO RTA."
OH,University of Toledo,Toledo,43606,"18,000","Lucas County commercial property tax ~2.6%. Accessible via TARTA."
OH,Bowling Green State University,Bowling Green,43403,"19,000","Wood County commercial property tax ~2.1%. Accessible via BG Transit."
OH,Wright State University,Dayton,45435,"12,000","Greene County commercial property tax ~2.3%. Accessible via RTA."
OH,Cleveland State University,Cleveland,44115,"16,000","Cuyahoga County commercial property tax ~3.0%. Accessible via RTA."
OH,Miami University,Oxford,45056,"19,000","Butler County commercial property tax ~2.2%. Accessible via BCRTA."
OH,Youngstown State University,Youngstown,44555,"12,000","Mahoning County commercial property tax ~2.5%. Accessible via WRTA."
OH,Shawnee State University,Portsmouth,45662,"3,500","Scioto County commercial property tax ~2.1%. Accessible via Access Scioto County."
OH,Central State University,Wilberforce,45384,"3,500","Greene County commercial property tax ~2.3%. Accessible via Greene CATS."
OK,University of Oklahoma,Norman,73019,"28,000","Cleveland County commercial property tax ~1.3%. Accessible via CART."
OK,Oklahoma State University,Stillwater,74078,"24,000","Payne County commercial property tax ~1.2%. Accessible via OSU Stillwater Community Transit."
OK,University of Central Oklahoma,Edmond,73034,"14,000","Oklahoma County commercial property tax ~1.4%. Accessible via Citylink Edmond."
OK,Northeastern State University,Tahlequah,74464,"7,000","Cherokee County commercial property tax ~1.1%. Accessible via Coretz."
OK,Southeastern Oklahoma State University,Durant,74701,"5,000","Bryan County commercial property tax ~1.2%. Limited public transit."
OK,Southwestern Oklahoma State University,Weatherford,73096,"5,000","Custer County commercial property tax ~1.1%. Limited public transit."
OK,Cameron University,Lawton,73505,"4,000","Comanche County commercial property tax ~1.3%. Accessible via LATS."
OK,East Central University,Ada,74820,"3,500","Pontotoc County commercial property tax ~1.2%. Accessible via SCART."
OK,Northwestern Oklahoma State University,Alva,73717,"2,000","Woods County commercial property tax ~1.1%. Limited public transit."
OK,Oklahoma Panhandle State University,Goodwell,73939,"1,500","Texas County commercial property tax ~1.0%. Limited public transit."
OK,Rogers State University,Claremore,74017,"3,500","Rogers County commercial property tax ~1.2%. Accessible via Pelivan Transit."
OK,University of Science and Arts of Oklahoma,Chickasha,73018,"800","Grady County commercial property tax ~1.2%. Limited public transit."
OK,Langston University,Langston,73050,"2,000","Logan County commercial property tax ~1.3%. Limited public transit."
OR,University of Oregon,Eugene,97403,"23,000","Lane County commercial property tax ~1.2%. Accessible via LTD."
OR,Oregon State University,Corvallis,97331,"34,000","Benton County commercial property tax ~1.1%. Accessible via CTS."
OR,Portland State University,Portland,97201,"24,000","Multnomah County commercial property tax ~1.8%. Accessible via TriMet."
OR,Southern Oregon University,Ashland,97520,"5,000","Jackson County commercial property tax ~1.0%. Accessible via RVTD."
OR,Western Oregon University,Monmouth,97361,"4,000","Polk County commercial property tax ~1.3%. Accessible via Cherriots."
OR,Eastern Oregon University,La Grande,97850,"3,000","Union County commercial property tax ~1.2%. Limited public transit."
OR,Oregon Institute of Technology,Klamath Falls,97601,"5,000","Klamath County commercial property tax ~1.1%. Accessible via Basin Transit."
PA,Pennsylvania State University,University Park,16802,"90,000","Centre County commercial property tax ~2.0%. Accessible via CATA."
PA,University of Pittsburgh,Pittsburgh,15260,"33,000","Allegheny County commercial property tax ~2.5%. Accessible via Port Authority."
PA,Temple University,Philadelphia,19122,"35,000","Philadelphia County commercial property tax ~1.4%. Accessible via SEPTA."
PA,West Chester University of Pennsylvania,West Chester,19383,"17,000","Chester County commercial property tax ~1.6%. Accessible via SEPTA."
PA,Indiana University of Pennsylvania,Indiana,15705,"10,000","Indiana County commercial property tax ~1.8%. Accessible via IndiGO."
PA,Slippery Rock University of Pennsylvania,Slippery Rock,16057,"8,500","Butler County commercial property tax ~1.9%. Limited public transit."
PA,Kutztown University of Pennsylvania,Kutztown,19530,"8,000","Berks County commercial property tax ~2.1%. Accessible via BARTA."
PA,Millersville University of Pennsylvania,Millersville,17551,"7,500","Lancaster County commercial property tax ~1.7%. Accessible via RRTA."
PA,Bloomsburg University of Pennsylvania,Bloomsburg,17815,"8,000","Columbia County commercial property tax ~1.9%. Limited public transit."
PA,Shippensburg University of Pennsylvania,Shippensburg,17257,"6,000","Cumberland County commercial property tax ~1.8%. Accessible via CAT."
PA,East Stroudsburg University of Pennsylvania,East Stroudsburg,18301,"6,000","Monroe County commercial property tax ~2.0%. Accessible via MCTA."
PA,Clarion University of Pennsylvania,Clarion,16214,"4,000","Clarion County commercial property tax ~1.9%. Limited public transit."
PA,California University of Pennsylvania,California,15419,"7,000","Washington County commercial property tax ~2.0%. Limited public transit."
PA,Edinboro University of Pennsylvania,Edinboro,16444,"4,500","Erie County commercial property tax ~2.2%. Accessible via EMTA."
PA,Mansfield University of Pennsylvania,Mansfield,16933,"2,000","Tioga County commercial property tax ~1.8%. Limited public transit."
PA,Lock Haven University of Pennsylvania,Lock Haven,17745,"3,000","Clinton County commercial property tax ~1.9%. Limited public transit."
PA,Cheyney University of Pennsylvania,Cheyney,19319,"700","Delaware County commercial property tax ~2.2%. Accessible via SEPTA."
PA,Lincoln University,Lincoln University,19352,"2,000","Chester County commercial property tax ~1.6%. Limited public transit."
RI,University of Rhode Island,Kingston,02881,"17,000","Washington County commercial property tax ~1.6%. Accessible via RIPTA."
RI,Rhode Island College,Providence,02908,"7,000","Providence County commercial property tax ~2.5%. Accessible via RIPTA."
SC,University of South Carolina,Columbia,29208,"35,000","Richland County commercial property tax ~1.8%. Accessible via The COMET."
SC,Clemson University,Clemson,29634,"27,000","Pickens County commercial property tax ~1.4%. Accessible via CATbus."
SC,College of Charleston,Charleston,29424,"10,000","Charleston County commercial property tax ~1.6%. Accessible via CARTA."
SC,Coastal Carolina University,Conway,29526,"10,000","Horry County commercial property tax ~1.2%. Accessible via Coast RTA."
SC,Winthrop University,Rock Hill,29733,"5,000","York County commercial property tax ~1.5%. Accessible via My Ride."
SC,Francis Marion University,Florence,29506,"4,000","Florence County commercial property tax ~1.4%. Accessible via PDRTA."
SC,South Carolina State University,Orangeburg,29117,"2,500","Orangeburg County commercial property tax ~1.7%. Limited public transit."
SC,Lander University,Greenwood,29649,"4,000","Greenwood County commercial property tax ~1.3%. Limited public transit."
SC,The Citadel,Charleston,29409,"3,500","Charleston County commercial property tax ~1.6%. Accessible via CARTA. (Military College)"
SD,South Dakota State University,Brookings,57007,"12,000","Brookings County commercial property tax ~2.0%. Accessible via BATA."
SD,University of South Dakota,Vermillion,57069,"10,000","Clay County commercial property tax ~1.9%. Limited public transit."
SD,Black Hills State University,Spearfish,57783,"4,000","Lawrence County commercial property tax ~1.8%. Limited public transit."
SD,Northern State University,Aberdeen,57401,"3,500","Brown County commercial property tax ~1.9%. Accessible via Aberdeen Ride Line."
SD,Dakota State University,Madison,57042,"3,000","Lake County commercial property tax ~1.8%. Limited public transit."
SD,South Dakota School of Mines & Technology,Rapid City,57701,"2,500","Pennington County commercial property tax ~1.9%. Accessible via Rapid Ride."
TN,University of Tennessee, Knoxville,Knoxville,37996,"31,000","Knox County commercial property tax ~2.2%. Accessible via KAT."
TN,University of Memphis,Memphis,38152,"22,000","Shelby County commercial property tax ~2.5%. Accessible via MATA."
TN,Middle Tennessee State University,Murfreesboro,37132,"21,000","Rutherford County commercial property tax ~1.8%. Accessible via Rover."
TN,East Tennessee State University,Johnson City,37614,"14,000","Washington County commercial property tax ~1.6%. Accessible via Johnson City Transit."
TN,Tennessee Technological University,Cookeville,38505,"10,000","Putnam County commercial property tax ~1.7%. Accessible via UCARTS."
TN,Austin Peay State University,Clarksville,37044,"10,000","Montgomery County commercial property tax ~1.9%. Accessible via CTS."
TN,University of Tennessee at Chattanooga,Chattanooga,37403,"11,000","Hamilton County commercial property tax ~2.1%. Accessible via CARTA."
TN,Tennessee State University,Nashville,37209,"8,000","Davidson County commercial property tax ~2.3%. Accessible via WeGo."
TN,University of Tennessee at Martin,Martin,38238,"7,000","Weakley County commercial property tax ~1.7%. Limited public transit."
TX,Texas A&M University,College Station,77843,"73,000","Brazos County commercial property tax ~1.8%. Accessible via The Bus."
TX,The University of Texas at Austin,Austin,78712,"52,000","Travis County commercial property tax ~2.0%. Accessible via CapMetro."
TX,University of Houston,Houston,77204,"47,000","Harris County commercial property tax ~2.2%. Accessible via METRO."
TX,The University of Texas at Arlington,Arlington,76019,"48,000","Tarrant County commercial property tax ~2.1%. Accessible via Arlington Transit."
TX,University of North Texas,Denton,76203,"42,000","Denton County commercial property tax ~1.9%. Accessible via DCTA."
TX,Texas State University,San Marcos,78666,"38,000","Hays County commercial property tax ~1.9%. Accessible via The Bus."
TX,The University of Texas at Dallas,Richardson,75080,"31,000","Dallas County commercial property tax ~2.2%. Accessible via DART."
TX,The University of Texas at San Antonio,San Antonio,78249,"34,000","Bexar County commercial property tax ~2.0%. Accessible via VIA."
TX,Texas Tech University,Lubbock,79409,"40,000","Lubbock County commercial property tax ~1.8%. Accessible via Citibus."
TX,The University of Texas at El Paso,El Paso,79968,"25,000","El Paso County commercial property tax ~2.3%. Accessible via Sun Metro."
TX,Sam Houston State University,Huntsville,77341,"21,000","Walker County commercial property tax ~1.7%. Accessible via Huntsville Shuttle."
TX,Stephen F. Austin State University,Nacogdoches,75962,"12,000","Nacogdoches County commercial property tax ~1.6%. Limited public transit."
TX,Texas Woman's University,Denton,76204,"16,000","Denton County commercial property tax ~1.9%. Accessible via DCTA."
TX,Prairie View A&M University,Prairie View,77446,"9,500","Waller County commercial property tax ~2.0%. Limited public transit."
TX,Tarleton State University,Stephenville,76402,"14,000","Erath County commercial property tax ~1.7%. Accessible via The Shuttle."
TX,West Texas A&M University,Canyon,79016,"10,000","Randall County commercial property tax ~1.7%. Limited public transit."
TX,Texas A&M University-Corpus Christi,Corpus Christi,78412,"11,000","Nueces County commercial property tax ~2.1%. Accessible via CCRTA."
TX,Texas Southern University,Houston,77004,"9,000","Harris County commercial property tax ~2.2%. Accessible via METRO."
TX,Lamar University,Beaumont,77710,"17,000","Jefferson County commercial property tax ~2.3%. Accessible via Beaumont Municipal Transit."
UT,University of Utah,Salt Lake City,84112,"34,000","Salt Lake County commercial property tax ~1.4%. Accessible via UTA."
UT,Utah State University,Logan,84322,"28,000","Cache County commercial property tax ~1.2%. Accessible via CVTD."
UT,Weber State University,Ogden,84408,"29,000","Weber County commercial property tax ~1.3%. Accessible via UTA."
UT,Utah Valley University,Orem,84058,"41,000","Utah County commercial property tax ~1.1%. Accessible via UTA."
UT,Southern Utah University,Cedar City,84720,"14,000","Iron County commercial property tax ~1.0%. Accessible via Cedar Area Transportation."
UT,Dixie State University,St. George,84770,"12,000","Washington County commercial property tax ~1.0%. Accessible via SunTran."
UT,Snow College,Ephraim,84627,"6,000","Sanpete County commercial property tax ~0.9%. Limited public transit."
UT,Salt Lake Community College,Salt Lake City,84130,"27,000","Salt Lake County commercial property tax ~1.4%. Accessible via UTA."
VT,University of Vermont,Burlington,05405,"13,000","Chittenden County commercial property tax ~1.8%. Accessible via GMT."
VT,Castleton University,Castleton,05735,"2,000","Rutland County commercial property tax ~1.9%. Accessible via The Bus."
VT,Northern Vermont University,Johnson,05656,"1,500","Lamoille County commercial property tax ~1.7%. Limited public transit."
VT,Northern Vermont University-Lyndon,Lyndonville,05851,"1,000","Caledonia County commercial property tax ~1.8%. Accessible via RCT."
VT,Vermont Technical College,Randolph Center,05061,"1,500","Orange County commercial property tax ~1.9%. Accessible via Stagecoach."
VA,Virginia Tech,Blacksburg,24061,"37,000","Montgomery County commercial property tax ~1.0%. Accessible via Blacksburg Transit."
VA,University of Virginia,Charlottesville,22904,"26,000","Albemarle County commercial property tax ~0.9%. Accessible via CAT."
VA,Virginia Commonwealth University,Richmond,23284,"30,000","Richmond City commercial property tax ~1.2%. Accessible via GRTC."
VA,George Mason University,Fairfax,22030,"39,000","Fairfax County commercial property tax ~1.1%. Accessible via CUE Bus, WMATA."
VA,Old Dominion University,Norfolk,23529,"24,000","Norfolk City commercial property tax ~1.3%. Accessible via HRT."
VA,James Madison University,Harrisonburg,22807,"22,000","Rockingham County commercial property tax ~0.8%. Accessible via Harrisonburg Transit."
VA,Radford University,Radford,24142,"11,000","Radford City commercial property tax ~1.0%. Accessible via Radford Transit."
VA,William & Mary,Williamsburg,23187,"9,000","Williamsburg City commercial property tax ~0.8%. Accessible via WATA."
VA,Virginia State University,Petersburg,23806,"4,000","Chesterfield County commercial property tax ~1.1%. Accessible via GRTC."
VA,Norfolk State University,Norfolk,23504,"5,000","Norfolk City commercial property tax ~1.3%. Accessible via HRT."
VA,Longwood University,Farmville,23909,"5,000","Prince Edward County commercial property tax ~0.7%. Accessible via Farmville Area Bus."
VA,University of Mary Washington,Fredericksburg,22401,"4,000","Fredericksburg City commercial property tax ~1.0%. Accessible via FRED."
VA,Christopher Newport University,Newport News,23606,"5,000","Newport News City commercial property tax ~1.2%. Accessible via HRT."
VA,University of Virginia's College at Wise,Wise,24293,"2,000","Wise County commercial property tax ~0.8%. Limited public transit."
WA,University of Washington,Seattle,98195,"49,000","King County commercial property tax ~1.0%. Accessible via King County Metro, Link Light Rail."
WA,Washington State University,Pullman,99164,"31,000","Whitman County commercial property tax ~1.2%. Accessible via Pullman Transit."
WA,Western Washington University,Bellingham,98225,"16,000","Whatcom County commercial property tax ~1.1%. Accessible via WTA."
WA,Central Washington University,Ellensburg,98926,"11,000","Kittitas County commercial property tax ~1.3%. Accessible via Central Transit."
WA,Eastern Washington University,Cheney,99004,"12,000","Spokane County commercial property tax ~1.3%. Accessible via STA."
WA,The Evergreen State College,Olympia,98505,"2,000","Thurston County commercial property tax ~1.2%. Accessible via Intercity Transit."
WV,West Virginia University,Morgantown,26506,"28,000","Monongalia County commercial property tax ~1.2%. Accessible via Mountain Line."
WV,Marshall University,Huntington,25755,"12,000","Cabell County commercial property tax ~1.3%. Accessible via TTA."
WV,Fairmont State University,Fairmont,26554,"3,500","Marion County commercial property tax ~1.1%. Accessible via MCT."
WV,Shepherd University,Shepherdstown,25443,"3,000","Jefferson County commercial property tax ~0.9%. Accessible via EPTA."
WV,West Liberty University,West Liberty,26074,"2,500","Ohio County commercial property tax ~1.2%. Accessible via OVRTA."
WV,Concord University,Athens,24712,"2,000","Mercer County commercial property tax ~1.0%. Accessible via BCT."
WV,West Virginia State University,Institute,25112,"3,000","Kanawha County commercial property tax ~1.4%. Accessible via KRT."
WV,Glenville State College,Glenville,26351,"1,500","Gilmer County commercial property tax ~1.0%. Limited public transit."
WV,Bluefield State College,Bluefield,24701,"1,500","Mercer County commercial property tax ~1.0%. Accessible via BCT."
WI,University of Wisconsin-Madison,Madison,53706,"48,000","Dane County commercial property tax ~2.2%. Accessible via Madison Metro."
WI,University of Wisconsin-Milwaukee,Milwaukee,53211,"24,000","Milwaukee County commercial property tax ~2.8%. Accessible via MCTS."
WI,University of Wisconsin-Oshkosh,Oshkosh,54901,"14,000","Winnebago County commercial property tax ~2.0%. Accessible via GO Transit."
WI,University of Wisconsin-Whitewater,Whitewater,53190,"12,000","Walworth County commercial property tax ~1.8%. Accessible via Whitewater Transit."
WI,University of Wisconsin-La Crosse,La Crosse,54601,"10,000","La Crosse County commercial property tax ~2.1%. Accessible via MTU."
WI,University of Wisconsin-Eau Claire,Eau Claire,54701,"10,000","Eau Claire County commercial property tax ~2.0%. Accessible via Eau Claire Transit."
WI,University of Wisconsin-Green Bay,Green Bay,54311,"9,000","Brown County commercial property tax ~2.1%. Accessible via Green Bay Metro."
WI,University of Wisconsin-Stout,Menomonie,54751,"8,000","Dunn County commercial property tax ~1.9%. Accessible via Dunn County Transit."
WI,University of Wisconsin-Platteville,Platteville,53818,"7,000","Grant County commercial property tax ~1.8%. Accessible via Platteville Public Transit."
WI,University of Wisconsin-River Falls,River Falls,54022,"6,000","Pierce County commercial property tax ~1.7%. Limited public transit."
WI,University of Wisconsin-Stevens Point,Stevens Point,54481,"8,000","Portage County commercial property tax ~2.0%. Accessible via Stevens Point Transit."
WI,University of Wisconsin-Superior,Superior,54880,"2,500","Douglas County commercial property tax ~2.2%. Accessible via DTA."
WI,University of Wisconsin-Parkside,Kenosha,53144,"4,000","Kenosha County commercial property tax ~2.4%. Accessible via Kenosha Area Transit."
WY,University of Wyoming,Laramie,82071,"12,000","Albany County commercial property tax ~1.0%. Accessible via UWYO Roundup."
